stationno,O_LINENO,O_TERMINALNO,O_TIME,O_LONGITUDE,O_LATITUDE,O_UP,sub_time_stamp,time_stamp
7,1.0,901530.0,2017-10-04 08:19:11,117.179,39.1288,0.0,89.0,1507076351.0
8,1.0,901530.0,2017-10-04 08:20:09,117.18299999999999,39.1296,0.0,74.0,1507076409.0
9,1.0,901530.0,2017-10-04 08:21:37,117.186,39.1327,0.0,88.0,1507076497.0
10,1.0,901530.0,2017-10-04 08:22:37,117.186,39.1347,0.0,88.34146341463415,1507076557.0
11,1.0,901530.0,2017-10-04 08:25:17,117.181,39.1356,0.0,160.0,1507076717.0
12,1.0,901530.0,2017-10-04 08:27:56,117.18,39.1394,0.0,159.0,1507076876.0
13,1.0,901530.0,2017-10-04 08:29:06,117.18,39.1422,0.0,70.0,1507076946.0
14,1.0,901530.0,2017-10-04 08:30:07,117.18299999999999,39.1431,0.0,61.0,1507077007.0
15,1.0,901530.0,2017-10-04 08:34:01,117.189,39.1519,0.0,234.0,1507077241.0
16,1.0,901530.0,2017-10-04 08:36:11,117.19200000000001,39.1554,0.0,130.0,1507077371.0
17,1.0,901530.0,2017-10-04 08:37:08,117.195,39.1573,0.0,75.85714285714286,1507077428.0
18,1.0,901530.0,2017-10-04 08:38:18,117.197,39.1594,0.0,70.0,1507077498.0
19,1.0,901530.0,2017-10-04 08:40:49,117.2,39.1628,0.0,151.0,1507077649.0
20,1.0,901530.0,2017-10-04 08:43:20,117.211,39.165,0.0,151.0,1507077800.0
21,1.0,901530.0,2017-10-04 08:44:10,117.213,39.165,0.0,76.23076923076923,1507077850.0
22,1.0,901530.0,2017-10-04 08:45:30,117.21700000000001,39.1653,0.0,80.0,1507077930.0
23,1.0,901530.0,2017-10-04 08:47:10,117.22,39.1671,0.0,100.0,1507078030.0
24,1.0,901530.0,2017-10-04 08:49:39,117.21600000000001,39.1699,0.0,149.0,1507078179.0
25,1.0,901530.0,2017-10-04 08:49:53,117.21799999999999,39.1729,0.0,77.5909090909091,1507078193.3333333
26,1.0,901530.0,2017-10-04 08:51:08,117.221,39.1743,0.0,74.66666666666667,1507078268.0
27,1.0,901530.0,2017-10-04 08:52:59,117.225,39.1766,0.0,111.0,1507078379.0
29,1.0,901530.0,2017-10-04 08:53:54,117.23100000000001,39.175,0.0,70.1111111111111,1507078434.0952382
28,1.0,901530.0,2017-10-04 08:54:09,117.229,39.1773,0.0,70.0,1507078449.0
30,1.0,901530.0,2017-10-04 08:55:30,117.23299999999999,39.173,0.0,95.90476190476191,1507078530.0
31,1.0,901530.0,2017-10-04 08:57:50,117.23299999999999,39.1726,0.0,140.0,1507078670.0
2,1.0,901530.0,2017-10-04 10:28:38,117.199,39.1258,0.0,175.14893617021278,1507084118.0151515
3,1.0,901530.0,2017-10-04 10:31:25,117.195,39.1224,0.0,167.0,1507084285.0151515
4,1.0,901530.0,2017-10-04 10:33:41,117.19200000000001,39.1207,0.0,135.9848484848485,1507084421.0
5,1.0,901530.0,2017-10-04 10:36:01,117.18700000000001,39.1228,0.0,140.0,1507084561.0
6,1.0,901530.0,2017-10-04 10:40:42,117.178,39.1252,0.0,281.0,1507084842.0
7,1.0,901530.0,2017-10-04 10:43:12,117.179,39.1288,0.0,150.0,1507084992.0
8,1.0,901530.0,2017-10-04 10:44:06,117.18299999999999,39.1296,0.0,74.0,1507085046.0
9,1.0,901530.0,2017-10-04 10:46:29,117.186,39.1327,0.0,143.0,1507085189.0
10,1.0,901530.0,2017-10-04 10:47:09,117.186,39.1347,0.0,88.34146341463415,1507085229.0
11,1.0,901530.0,2017-10-04 10:49:59,117.181,39.1359,0.0,170.0,1507085399.0
12,1.0,901530.0,2017-10-04 10:51:59,117.18,39.1394,0.0,120.0,1507085519.0
13,1.0,901530.0,2017-10-04 10:53:29,117.18,39.1395,0.0,90.0,1507085609.0
14,1.0,901530.0,2017-10-04 10:54:19,117.18299999999999,39.1431,0.0,80.34285714285714,1507085659.0
15,1.0,901530.0,2017-10-04 10:59:59,117.189,39.1517,0.0,340.0,1507085999.0
16,1.0,901530.0,2017-10-04 11:02:39,117.193,39.1559,0.0,160.0,1507086159.0
17,1.0,901530.0,2017-10-04 11:03:19,117.195,39.1573,0.0,75.85714285714286,1507086199.0
18,1.0,901530.0,2017-10-04 11:04:49,117.197,39.1592,0.0,90.0,1507086289.0
19,1.0,901530.0,2017-10-04 11:07:00,117.2,39.1629,0.0,131.0,1507086420.0
20,1.0,901530.0,2017-10-04 11:10:39,117.212,39.1651,0.0,219.0,1507086639.0
21,1.0,901530.0,2017-10-04 11:10:59,117.213,39.165,0.0,76.23076923076923,1507086659.1304348
22,1.0,901530.0,2017-10-04 11:12:26,117.21799999999999,39.1653,0.0,86.8695652173913,1507086746.0
23,1.0,901530.0,2017-10-04 11:14:55,117.22,39.167,0.0,149.0,1507086895.0
24,1.0,901530.0,2017-10-04 11:18:15,117.21600000000001,39.17,0.0,200.0,1507087095.0
25,1.0,901530.0,2017-10-04 11:18:51,117.21799999999999,39.1729,0.0,77.5909090909091,1507087131.3333333
26,1.0,901530.0,2017-10-04 11:20:06,117.221,39.1743,0.0,74.66666666666667,1507087206.0
27,1.0,901530.0,2017-10-04 11:21:36,117.225,39.1768,0.0,90.0,1507087296.0
28,1.0,901530.0,2017-10-04 11:22:46,117.229,39.1776,0.0,70.0,1507087366.0
29,1.0,901530.0,2017-10-04 11:22:59,117.23100000000001,39.175,0.0,70.1111111111111,1507087379.0952382
30,1.0,901530.0,2017-10-04 11:24:35,117.23299999999999,39.173,0.0,95.90476190476191,1507087475.0
31,1.0,901530.0,2017-10-04 11:26:56,117.234,39.1725,0.0,141.0,1507087616.0
2,1.0,901530.0,2017-10-04 16:34:07,117.199,39.1257,0.0,640.0,1507106047.0
3,1.0,901530.0,2017-10-04 16:41:18,117.195,39.1225,0.0,431.0,1507106478.0
4,1.0,901530.0,2017-10-04 16:43:18,117.19200000000001,39.1207,0.0,120.0,1507106598.0
5,1.0,901530.0,2017-10-04 16:46:48,117.18700000000001,39.1227,0.0,210.0,1507106808.0
6,1.0,901530.0,2017-10-04 16:49:09,117.178,39.1251,0.0,141.0,1507106949.0
7,1.0,901530.0,2017-10-04 16:51:35,117.179,39.1288,0.0,146.0,1507107095.0
8,1.0,901530.0,2017-10-04 16:52:17,117.18299999999999,39.1296,0.0,74.0,1507107137.0
9,1.0,901530.0,2017-10-04 16:55:09,117.18700000000001,39.1324,0.0,172.0,1507107309.0
10,1.0,901530.0,2017-10-04 16:56:40,117.186,39.1348,0.0,91.0,1507107400.0
11,1.0,901530.0,2017-10-04 16:58:25,117.181,39.1359,0.0,105.0,1507107505.0
12,1.0,901530.0,2017-10-04 17:01:45,117.18,39.1392,0.0,200.0,1507107705.0
13,1.0,901530.0,2017-10-04 17:03:25,117.18,39.141999999999996,0.0,100.0,1507107805.0
14,1.0,901530.0,2017-10-04 17:04:57,117.182,39.143,0.0,92.0,1507107897.0
15,1.0,901530.0,2017-10-04 17:09:26,117.189,39.1515,0.0,269.0,1507108166.0
16,1.0,901530.0,2017-10-04 17:12:56,117.19200000000001,39.1556,0.0,210.0,1507108376.0
17,1.0,901530.0,2017-10-04 17:13:46,117.195,39.1573,0.0,75.85714285714285,1507108426.0
18,1.0,901530.0,2017-10-04 17:15:36,117.196,39.1596,0.0,110.0,1507108536.0
19,1.0,901530.0,2017-10-04 17:16:56,117.2,39.1629,0.0,80.0,1507108616.0
20,1.0,901530.0,2017-10-04 17:20:01,117.211,39.165,0.0,185.0,1507108801.0
21,1.0,901530.0,2017-10-04 17:20:12,117.213,39.165,0.0,76.23076923076923,1507108812.1304348
22,1.0,901530.0,2017-10-04 17:21:39,117.21799999999999,39.1653,0.0,86.86956521739131,1507108899.0
23,1.0,901530.0,2017-10-04 17:23:19,117.22,39.167,0.0,100.0,1507108999.0
24,1.0,901530.0,2017-10-04 17:25:49,117.215,39.1697,0.0,150.0,1507109149.0
25,1.0,901530.0,2017-10-04 17:26:36,117.21799999999999,39.1729,0.0,77.5909090909091,1507109196.0
26,1.0,901530.0,2017-10-04 17:27:40,117.22,39.1745,0.0,64.0,1507109260.0
27,1.0,901530.0,2017-10-04 17:28:35,117.225,39.1766,0.0,95.22727272727273,1507109315.0
29,1.0,901530.0,2017-10-04 17:29:40,117.23100000000001,39.175,0.0,70.1111111111111,1507109380.0952382
28,1.0,901530.0,2017-10-04 17:29:46,117.23,39.1773,0.0,71.0,1507109386.0
30,1.0,901530.0,2017-10-04 17:31:16,117.23299999999999,39.173,0.0,95.90476190476191,1507109476.0
31,1.0,901530.0,2017-10-04 17:35:06,117.234,39.1723,0.0,230.0,1507109706.0
2,1.0,901530.0,2017-10-05 08:19:34,117.199,39.1258,0.0,70.0,1507162774.0
3,1.0,901530.0,2017-10-05 08:21:04,117.195,39.1225,0.0,90.0,1507162864.0
4,1.0,901530.0,2017-10-05 08:22:32,117.19200000000001,39.1206,0.0,88.0,1507162952.0
5,1.0,901530.0,2017-10-05 08:24:33,117.18700000000001,39.1228,0.0,121.0,1507163073.0
6,1.0,901530.0,2017-10-05 08:27:19,117.178,39.1252,0.0,166.0,1507163239.0
7,1.0,901530.0,2017-10-05 08:28:49,117.18,39.1287,0.0,90.0,1507163329.0
8,1.0,901530.0,2017-10-05 08:29:29,117.18299999999999,39.1296,0.0,74.0,1507163369.0
9,1.0,901530.0,2017-10-05 08:32:51,117.186,39.1328,0.0,202.0,1507163571.0
10,1.0,901530.0,2017-10-05 08:33:25,117.186,39.1347,0.0,88.34146341463416,1507163605.0
11,1.0,901530.0,2017-10-05 08:35:34,117.181,39.1357,0.0,129.0,1507163734.0
12,1.0,901530.0,2017-10-05 08:37:25,117.18,39.1393,0.0,111.0,1507163845.0
13,1.0,901530.0,2017-10-05 08:38:44,117.18,39.1423,0.0,79.0,1507163924.0
14,1.0,901530.0,2017-10-05 08:39:45,117.18299999999999,39.1431,0.0,61.0,1507163985.0
15,1.0,901530.0,2017-10-05 08:44:08,117.189,39.1516,0.0,263.0,1507164248.0
16,1.0,901530.0,2017-10-05 08:46:59,117.193,39.1555,0.0,171.0,1507164419.0
17,1.0,901530.0,2017-10-05 08:47:59,117.195,39.1573,0.0,75.85714285714282,1507164479.0
18,1.0,901530.0,2017-10-05 08:49:28,117.197,39.1593,0.0,89.0,1507164568.0
19,1.0,901530.0,2017-10-05 08:51:39,117.2,39.1628,0.0,131.0,1507164699.0
20,1.0,901530.0,2017-10-05 08:54:10,117.211,39.165,0.0,151.0,1507164850.0
21,1.0,901530.0,2017-10-05 08:54:15,117.213,39.165,0.0,76.23076923076918,1507164855.1304348
22,1.0,901530.0,2017-10-05 08:55:42,117.21799999999999,39.1653,0.0,86.86956521739134,1507164942.0
23,1.0,901530.0,2017-10-05 08:57:21,117.22,39.1671,0.0,99.0,1507165041.0
24,1.0,901530.0,2017-10-05 08:59:41,117.215,39.1696,0.0,140.0,1507165181.0
25,1.0,901530.0,2017-10-05 09:00:51,117.21799999999999,39.173,0.0,70.0,1507165251.0
26,1.0,901530.0,2017-10-05 09:01:41,117.221,39.1743,0.0,74.66666666666664,1507165301.0
27,1.0,901530.0,2017-10-05 09:03:50,117.225,39.177,0.0,129.0,1507165430.0
28,1.0,901530.0,2017-10-05 09:04:19,117.2295,39.1774,0.0,78.85185185185183,1507165459.8888888
29,1.0,901530.0,2017-10-05 09:05:30,117.23100000000001,39.175,0.0,70.11111111111116,1507165530.0
30,1.0,901530.0,2017-10-05 09:06:31,117.23299999999999,39.1732,0.0,61.0,1507165591.0
31,1.0,901530.0,2017-10-05 09:08:40,117.234,39.1723,0.0,129.0,1507165720.0
2,1.0,901530.0,2017-10-05 10:50:13,117.199,39.1258,0.0,175.14893617021275,1507171813.0
3,1.0,901530.0,2017-10-05 10:53:00,117.195,39.1224,0.0,167.0,1507171980.0
4,1.0,901530.0,2017-10-05 10:54:40,117.19200000000001,39.1207,0.0,100.0,1507172080.0
5,1.0,901530.0,2017-10-05 10:59:30,117.18700000000001,39.1228,0.0,290.0,1507172370.0
6,1.0,901530.0,2017-10-05 11:02:49,117.179,39.1247,0.0,199.0,1507172569.0
7,1.0,901530.0,2017-10-05 11:04:39,117.179,39.1247,0.0,110.0,1507172679.0
8,1.0,901530.0,2017-10-05 11:05:35,117.18299999999999,39.1296,0.0,74.0,1507172735.0
9,1.0,901530.0,2017-10-05 11:09:09,117.186,39.1325,0.0,214.0,1507172949.0
10,1.0,901530.0,2017-10-05 11:11:17,117.186,39.1348,0.0,128.0,1507173077.0
11,1.0,901530.0,2017-10-05 11:14:00,117.181,39.1358,0.0,163.0,1507173240.0
12,1.0,901530.0,2017-10-05 11:16:30,117.18,39.1393,0.0,150.0,1507173390.0
13,1.0,901530.0,2017-10-05 11:19:00,117.18,39.1422,0.0,150.0,1507173540.0
14,1.0,901530.0,2017-10-05 11:20:10,117.182,39.1431,0.0,70.0,1507173610.0
15,1.0,901530.0,2017-10-05 11:27:56,117.189,39.1517,0.0,466.0,1507174076.0
16,1.0,901530.0,2017-10-05 11:31:06,117.19200000000001,39.1553,0.0,190.0,1507174266.0
17,1.0,901530.0,2017-10-05 11:32:16,117.195,39.1574,0.0,70.0,1507174336.0
18,1.0,901530.0,2017-10-05 11:33:55,117.196,39.1592,0.0,99.0,1507174435.0
19,1.0,901530.0,2017-10-05 11:37:05,117.2,39.1629,0.0,190.0,1507174625.0
20,1.0,901530.0,2017-10-05 11:40:09,117.211,39.1649,0.0,184.0,1507174809.0
21,1.0,901530.0,2017-10-05 11:40:26,117.213,39.165,0.0,76.23076923076918,1507174826.1304348
22,1.0,901530.0,2017-10-05 11:41:53,117.21799999999999,39.1653,0.0,86.86956521739134,1507174913.0
23,1.0,901530.0,2017-10-05 11:43:44,117.22,39.1672,0.0,111.0,1507175024.0
24,1.0,901530.0,2017-10-05 11:45:44,117.215,39.1699,0.0,120.0,1507175144.0
25,1.0,901530.0,2017-10-05 11:46:16,117.21799999999999,39.1729,0.0,77.59090909090905,1507175176.3333333
26,1.0,901530.0,2017-10-05 11:47:31,117.221,39.1743,0.0,74.66666666666664,1507175251.0
27,1.0,901530.0,2017-10-05 11:48:34,117.225,39.1764,0.0,63.0,1507175314.0
28,1.0,901530.0,2017-10-05 11:49:54,117.23,39.1773,0.0,80.0,1507175394.0
29,1.0,901530.0,2017-10-05 11:50:44,117.23100000000001,39.175,0.0,70.11111111111116,1507175444.0
30,1.0,901530.0,2017-10-05 11:51:45,117.23299999999999,39.173,0.0,61.0,1507175505.0
31,1.0,901530.0,2017-10-05 11:53:44,117.234,39.1724,0.0,119.0,1507175624.0
2,1.0,901530.0,2017-10-05 13:36:17,117.199,39.1257,0.0,520.0,1507181777.0
3,1.0,901530.0,2017-10-05 13:45:08,117.195,39.1225,0.0,531.0,1507182308.0
4,1.0,901530.0,2017-10-05 13:46:58,117.19200000000001,39.1207,0.0,110.0,1507182418.0
5,1.0,901530.0,2017-10-05 13:49:58,117.18700000000001,39.12300000000001,0.0,180.0,1507182598.0
6,1.0,901530.0,2017-10-05 13:53:46,117.178,39.1241,0.0,228.0,1507182826.0
7,1.0,901530.0,2017-10-05 13:55:57,117.179,39.1288,0.0,131.0,1507182957.0
8,1.0,901530.0,2017-10-05 13:56:36,117.18299999999999,39.1296,0.0,74.0,1507182996.0
9,1.0,901530.0,2017-10-05 13:59:45,117.18700000000001,39.1331,0.0,189.0,1507183185.0
10,1.0,901530.0,2017-10-05 14:01:21,117.186,39.1349,0.0,96.0,1507183281.0
11,1.0,901530.0,2017-10-05 14:05:07,117.181,39.1359,0.0,140.86764705882354,1507183507.0049605
12,1.0,901530.0,2017-10-05 14:07:22,117.18,39.1394,0.0,135.98529411764704,1507183642.9902546
13,1.0,901530.0,2017-10-05 14:08:50,117.18,39.1422,0.0,87.55319148936172,1507183730.543446
14,1.0,901530.0,2017-10-05 14:10:10,117.18299999999999,39.1431,0.0,80.34285714285714,1507183810.8863032
15,1.0,901530.0,2017-10-05 14:14:10,117.189,39.1516,0.0,239.57746478873236,1507184050.463768
16,1.0,901530.0,2017-10-05 14:17:03,117.19200000000001,39.1554,0.0,172.53623188405797,1507184223.0
17,1.0,901530.0,2017-10-05 14:18:13,117.195,39.1574,0.0,70.0,1507184293.0
18,1.0,901530.0,2017-10-05 14:19:26,117.196,39.1591,0.0,73.0,1507184366.0
19,1.0,901530.0,2017-10-05 14:22:17,117.2,39.1629,0.0,171.0,1507184537.0
20,1.0,901530.0,2017-10-05 14:25:16,117.211,39.1649,0.0,179.0,1507184716.0
21,1.0,901530.0,2017-10-05 14:26:36,117.214,39.1649,0.0,80.0,1507184796.0
22,1.0,901530.0,2017-10-05 14:27:13,117.21799999999999,39.1653,0.0,86.86956521739133,1507184833.0
23,1.0,901530.0,2017-10-05 14:28:46,117.22,39.1671,0.0,93.0,1507184926.0
24,1.0,901530.0,2017-10-05 14:30:57,117.21600000000001,39.1699,0.0,131.0,1507185057.0
25,1.0,901530.0,2017-10-05 14:31:15,117.21799999999999,39.1729,0.0,77.59090909090907,1507185075.3333333
26,1.0,901530.0,2017-10-05 14:32:30,117.221,39.1743,0.0,74.66666666666663,1507185150.0
27,1.0,901530.0,2017-10-05 14:33:46,117.225,39.1764,0.0,76.0,1507185226.0
28,1.0,901530.0,2017-10-05 14:35:07,117.229,39.1775,0.0,81.0,1507185307.0
29,1.0,901530.0,2017-10-05 14:36:07,117.23100000000001,39.175,0.0,70.11111111111116,1507185367.0
30,1.0,901530.0,2017-10-05 14:37:08,117.23299999999999,39.173,0.0,61.0,1507185428.0
31,1.0,901530.0,2017-10-05 14:38:48,117.234,39.1726,0.0,100.0,1507185528.0
2,1.0,901530.0,2017-10-05 16:17:10,117.199,39.1257,0.0,479.0,1507191430.0
3,1.0,901530.0,2017-10-05 16:20:13,117.195,39.1224,0.0,183.0,1507191613.0
4,1.0,901530.0,2017-10-05 16:23:53,117.19200000000001,39.1207,0.0,220.0,1507191833.0
5,1.0,901530.0,2017-10-05 16:26:43,117.18700000000001,39.1228,0.0,170.0,1507192003.0
6,1.0,901530.0,2017-10-05 16:31:43,117.178,39.1253,0.0,300.0,1507192303.0
7,1.0,901530.0,2017-10-05 16:33:01,117.18,39.1288,0.0,78.0,1507192381.0
8,1.0,901530.0,2017-10-05 16:34:01,117.18299999999999,39.1296,0.0,74.0,1507192441.0
9,1.0,901530.0,2017-10-05 16:41:10,117.18700000000001,39.1325,0.0,429.0,1507192870.0
10,1.0,901530.0,2017-10-05 16:42:07,117.186,39.1347,0.0,88.34146341463416,1507192927.0
11,1.0,901530.0,2017-10-05 16:45:31,117.181,39.1357,0.0,204.0,1507193131.0
12,1.0,901530.0,2017-10-05 16:47:51,117.18,39.1394,0.0,140.0,1507193271.0
13,1.0,901530.0,2017-10-05 16:49:30,117.18,39.1425,0.0,99.0,1507193370.0
14,1.0,901530.0,2017-10-05 16:50:41,117.18299999999999,39.143,0.0,71.0,1507193441.0
15,1.0,901530.0,2017-10-05 16:56:01,117.189,39.1516,0.0,320.0,1507193761.0
16,1.0,901530.0,2017-10-05 17:00:11,117.19200000000001,39.1553,0.0,250.0,1507194011.0
17,1.0,901530.0,2017-10-05 17:01:01,117.195,39.1573,0.0,75.85714285714282,1507194061.0
18,1.0,901530.0,2017-10-05 17:03:31,117.197,39.1594,0.0,150.0,1507194211.0
19,1.0,901530.0,2017-10-05 17:05:41,117.2,39.1628,0.0,130.0,1507194341.0
20,1.0,901530.0,2017-10-05 17:08:37,117.211,39.1649,0.0,176.0,1507194517.0
21,1.0,901530.0,2017-10-05 17:08:51,117.213,39.165,0.0,76.23076923076918,1507194531.1304348
22,1.0,901530.0,2017-10-05 17:10:18,117.21799999999999,39.1653,0.0,86.86956521739133,1507194618.0
23,1.0,901530.0,2017-10-05 17:12:12,117.22,39.1671,0.0,114.0,1507194732.0
24,1.0,901530.0,2017-10-05 17:14:22,117.215,39.1696,0.0,130.0,1507194862.0
25,1.0,901530.0,2017-10-05 17:15:03,117.21799999999999,39.1729,0.0,77.59090909090905,1507194903.3333333
26,1.0,901530.0,2017-10-05 17:16:18,117.221,39.1743,0.0,74.66666666666663,1507194978.0
27,1.0,901530.0,2017-10-05 17:18:09,117.225,39.1768,0.0,111.0,1507195089.0
28,1.0,901530.0,2017-10-05 17:19:29,117.23,39.1773,0.0,80.0,1507195169.0
29,1.0,901530.0,2017-10-05 17:19:42,117.23100000000001,39.175,0.0,70.11111111111117,1507195182.0952382
30,1.0,901530.0,2017-10-05 17:21:18,117.23299999999999,39.173,0.0,95.90476190476191,1507195278.0
31,1.0,901530.0,2017-10-05 17:39:26,117.23299999999999,39.1723,0.0,1088.0,1507196366.0
2,1.0,901530.0,2017-10-06 07:16:13,117.199,39.1257,0.0,120.0,1507245373.0
3,1.0,901530.0,2017-10-06 07:17:36,117.195,39.1222,0.0,83.0,1507245456.0
4,1.0,901530.0,2017-10-06 07:18:57,117.19200000000001,39.1208,0.0,81.0,1507245537.0
5,1.0,901530.0,2017-10-06 07:20:57,117.18700000000001,39.1227,0.0,120.0,1507245657.0
6,1.0,901530.0,2017-10-06 07:24:31,117.178,39.1252,0.0,214.0,1507245871.0
7,1.0,901530.0,2017-10-06 07:26:07,117.179,39.1288,0.0,96.0,1507245967.0
8,1.0,901530.0,2017-10-06 07:27:07,117.18299999999999,39.1296,0.0,74.0,1507246027.0
9,1.0,901530.0,2017-10-06 07:29:47,117.186,39.1328,0.0,160.0,1507246187.0
10,1.0,901530.0,2017-10-06 07:30:42,117.186,39.1347,0.0,88.34146341463415,1507246242.0
11,1.0,901530.0,2017-10-06 07:31:53,117.181,39.1361,0.0,71.0,1507246313.0
12,1.0,901530.0,2017-10-06 07:33:13,117.18,39.1394,0.0,80.0,1507246393.0
13,1.0,901530.0,2017-10-06 07:33:37,117.18,39.1422,0.0,87.55319148936171,1507246417.6571429
14,1.0,901530.0,2017-10-06 07:34:58,117.18299999999999,39.1431,0.0,80.34285714285714,1507246498.0
15,1.0,901530.0,2017-10-06 07:37:58,117.189,39.1517,0.0,180.0,1507246678.0
16,1.0,901530.0,2017-10-06 07:40:08,117.19200000000001,39.1554,0.0,130.0,1507246808.0
17,1.0,901530.0,2017-10-06 07:41:08,117.195,39.1573,0.0,75.85714285714286,1507246868.0
18,1.0,901530.0,2017-10-06 07:42:38,117.197,39.1596,0.0,90.0,1507246958.0
19,1.0,901530.0,2017-10-06 07:44:22,117.2,39.163000000000004,0.0,104.0,1507247062.0
20,1.0,901530.0,2017-10-06 07:46:41,117.211,39.1651,0.0,139.0,1507247201.0
21,1.0,901530.0,2017-10-06 07:46:50,117.213,39.165,0.0,76.23076923076924,1507247210.1304348
22,1.0,901530.0,2017-10-06 07:48:17,117.21799999999999,39.1653,0.0,86.8695652173913,1507247297.0
23,1.0,901530.0,2017-10-06 07:49:58,117.22,39.1671,0.0,101.0,1507247398.0
24,1.0,901530.0,2017-10-06 07:52:19,117.21600000000001,39.17,0.0,141.0,1507247539.0
25,1.0,901530.0,2017-10-06 07:52:57,117.21799999999999,39.1729,0.0,77.59090909090908,1507247577.3333333
26,1.0,901530.0,2017-10-06 07:54:12,117.221,39.1743,0.0,74.66666666666669,1507247652.0
27,1.0,901530.0,2017-10-06 07:55:42,117.225,39.1766,0.0,90.0,1507247742.0
28,1.0,901530.0,2017-10-06 07:57:02,117.23,39.1774,0.0,80.0,1507247822.0
29,1.0,901530.0,2017-10-06 07:57:16,117.23100000000001,39.175,0.0,70.11111111111109,1507247836.0952382
30,1.0,901530.0,2017-10-06 07:58:52,117.23299999999999,39.173,0.0,95.90476190476191,1507247932.0
31,1.0,901530.0,2017-10-06 08:03:52,117.234,39.1725,0.0,300.0,1507248232.0
2,1.0,901530.0,2017-10-06 10:08:12,117.199,39.1259,0.0,170.0,1507255692.0
3,1.0,901530.0,2017-10-06 10:16:32,117.195,39.1224,0.0,500.0,1507256192.0
4,1.0,901530.0,2017-10-06 10:17:58,117.19200000000001,39.1207,0.0,86.0,1507256278.0
5,1.0,901530.0,2017-10-06 10:20:17,117.186,39.1228,0.0,139.0,1507256417.0
6,1.0,901530.0,2017-10-06 10:25:17,117.178,39.1253,0.0,300.0,1507256717.0
7,1.0,901530.0,2017-10-06 10:26:52,117.179,39.1289,0.0,95.0,1507256812.0
8,1.0,901530.0,2017-10-06 10:28:14,117.18299999999999,39.1296,0.0,82.0,1507256894.0
9,1.0,901530.0,2017-10-06 10:29:55,117.18700000000001,39.1325,0.0,101.0,1507256995.0
10,1.0,901530.0,2017-10-06 10:31:49,117.185,39.1346,0.0,114.0,1507257109.0
11,1.0,901530.0,2017-10-06 10:34:13,117.181,39.1359,0.0,144.0,1507257253.0
12,1.0,901530.0,2017-10-06 10:36:53,117.18,39.1392,0.0,160.0,1507257413.0
13,1.0,901530.0,2017-10-06 10:38:03,117.18,39.1423,0.0,70.0,1507257483.0
14,1.0,901530.0,2017-10-06 10:39:23,117.182,39.1431,0.0,80.0,1507257563.0
15,1.0,901530.0,2017-10-06 10:43:58,117.189,39.1518,0.0,275.0,1507257838.0
16,1.0,901530.0,2017-10-06 10:45:48,117.193,39.1554,0.0,110.0,1507257948.0
17,1.0,901530.0,2017-10-06 10:46:32,117.195,39.1573,0.0,75.85714285714286,1507257992.0
18,1.0,901530.0,2017-10-06 10:48:22,117.196,39.1591,0.0,110.0,1507258102.0
19,1.0,901530.0,2017-10-06 10:51:22,117.2,39.1627,0.0,180.0,1507258282.0
20,1.0,901530.0,2017-10-06 10:53:58,117.211,39.165,0.0,156.0,1507258438.0
21,1.0,901530.0,2017-10-06 10:54:11,117.213,39.165,0.0,76.23076923076924,1507258451.1304348
22,1.0,901530.0,2017-10-06 10:55:38,117.21799999999999,39.1653,0.0,86.8695652173913,1507258538.0
23,1.0,901530.0,2017-10-06 10:57:21,117.22,39.167,0.0,103.0,1507258641.0
24,1.0,901530.0,2017-10-06 10:59:01,117.21600000000001,39.17,0.0,100.0,1507258741.0
25,1.0,901530.0,2017-10-06 10:59:07,117.21799999999999,39.1729,0.0,77.59090909090908,1507258747.3333333
26,1.0,901530.0,2017-10-06 11:00:22,117.221,39.1743,0.0,74.66666666666667,1507258822.0
27,1.0,901530.0,2017-10-06 11:02:07,117.225,39.1766,0.0,105.0,1507258927.0
28,1.0,901530.0,2017-10-06 11:03:27,117.23,39.1774,0.0,80.0,1507259007.0
29,1.0,901530.0,2017-10-06 11:03:31,117.23100000000001,39.175,0.0,70.1111111111111,1507259011.0952382
30,1.0,901530.0,2017-10-06 11:05:07,117.23299999999999,39.173,0.0,95.90476190476191,1507259107.0
31,1.0,901530.0,2017-10-06 11:11:17,117.23299999999999,39.1728,0.0,370.0,1507259477.0
2,1.0,901530.0,2017-10-06 17:53:48,117.199,39.1259,0.0,90.0,1507283628.0
3,1.0,901530.0,2017-10-06 17:56:38,117.195,39.1224,0.0,170.0,1507283798.0
4,1.0,901530.0,2017-10-06 17:58:58,117.19200000000001,39.1206,0.0,140.0,1507283938.0
5,1.0,901530.0,2017-10-06 18:03:34,117.186,39.12300000000001,0.0,276.0,1507284214.0
6,1.0,901530.0,2017-10-06 18:06:42,117.178,39.1253,0.0,188.0,1507284402.0
7,1.0,901530.0,2017-10-06 18:08:52,117.18,39.1288,0.0,130.0,1507284532.0
8,1.0,901530.0,2017-10-06 18:09:31,117.18299999999999,39.1296,0.0,74.0,1507284571.0
9,1.0,901530.0,2017-10-06 18:12:11,117.186,39.1327,0.0,160.0,1507284731.0
10,1.0,901530.0,2017-10-06 18:13:51,117.186,39.1347,0.0,100.0,1507284831.0
11,1.0,901530.0,2017-10-06 18:16:41,117.182,39.1359,0.0,170.0,1507285001.0
12,1.0,901530.0,2017-10-06 18:19:31,117.18,39.1394,0.0,170.0,1507285171.0
