O_LINENO,O_TERMINALNO,O_TIME,O_LONGITUDE,O_LATITUDE,O_UP,sub_time_stamp,stationno
1,901530,2017-10-16 08:40:50,117.216,39.17,0,128.0,24
1,901530,2017-10-16 08:42:51,117.221,39.1744,0,64.0,26
1,901530,2017-10-16 08:44:41,117.225,39.1767,0,110.0,27
1,901530,2017-10-16 08:46:01,117.23,39.1774,0,80.0,28
1,901530,2017-10-16 08:53:11,117.234,39.1724,0,330.0,31
1,901530,2017-10-16 10:30:26,117.199,39.1257,0,110.0,2
1,901530,2017-10-16 10:34:26,117.192,39.1208,0,180.0,4
1,901530,2017-10-16 10:36:42,117.187,39.12300000000001,0,136.0,5
1,901530,2017-10-16 10:40:11,117.178,39.1253,0,209.0,6
1,901530,2017-10-16 10:42:34,117.18,39.1287,0,143.0,7
1,901530,2017-10-16 10:46:14,117.187,39.133,0,160.0,9
1,901530,2017-10-16 10:49:14,117.182,39.1359,0,120.0,11
1,901530,2017-10-16 10:51:54,117.18,39.1393,0,160.0,12
1,901530,2017-10-16 10:53:56,117.18,39.1423,0,122.0,13
1,901530,2017-10-16 11:05:16,117.197,39.16,0,141.0,18
1,901530,2017-10-16 11:07:16,117.2,39.1627,0,120.0,19
1,901530,2017-10-16 11:10:14,117.211,39.1649,0,178.0,20
1,901530,2017-10-16 11:12:24,117.218,39.1652,0,70.0,22
1,901530,2017-10-16 11:13:51,117.22,39.167,0,87.0,23
1,901530,2017-10-16 11:15:51,117.216,39.1699,0,120.0,24
1,901530,2017-10-16 11:18:55,117.225,39.1765,0,74.0,27
1,901530,2017-10-16 11:20:11,117.23,39.1772,0,76.0,28
1,901530,2017-10-16 11:22:11,117.233,39.173,0,70.0,30
1,901530,2017-10-16 11:25:01,117.234,39.1722,0,170.0,31
1,901530,2017-10-16 12:42:07,117.198,39.1259,0,110.0,2
1,901530,2017-10-16 12:55:42,117.185,39.135,0,90.0,10
1,901530,2017-10-16 12:57:24,117.182,39.1361,0,102.0,11
1,901530,2017-10-16 12:59:44,117.18,39.1394,0,140.0,12
1,901530,2017-10-16 13:01:34,117.18,39.1422,0,110.0,13
1,901530,2017-10-16 13:02:54,0.0,0.0,0,80.0,14
1,901530,2017-10-16 13:06:23,117.191,39.1477,0,209.0,15
1,901530,2017-10-16 13:09:23,117.197,39.1522,0,180.0,16
1,901530,2017-10-16 13:26:37,0.0,0.0,0,100.0,27
1,901530,2017-10-16 13:27:57,117.276,39.1776,0,80.0,28
1,901530,2017-10-16 13:36:15,0.0,0.0,0,400.0,31
1,901530,2017-10-16 15:40:25,117.189,39.1517,0,213.0,15
1,901530,2017-10-16 15:43:45,117.192,39.1553,0,200.0,16
1,901530,2017-10-16 15:44:55,117.194,39.1573,0,70.0,17
1,901530,2017-10-16 15:46:15,117.196,39.159,0,80.0,18
1,901530,2017-10-16 15:48:55,117.2,39.1629,0,160.0,19
1,901530,2017-10-16 15:51:24,117.211,39.165,0,149.0,20
1,901530,2017-10-16 15:53:25,117.218,39.1653,0,61.0,22
1,901530,2017-10-16 15:55:05,117.22,39.1671,0,100.0,23
1,901530,2017-10-16 15:57:15,117.215,39.1697,0,130.0,24
1,901530,2017-10-16 15:58:26,117.218,39.1729,0,71.0,25
1,901530,2017-10-16 15:59:27,117.22,39.1741,0,61.0,26
1,901530,2017-10-16 16:01:27,117.225,39.1765,0,120.0,27
1,901530,2017-10-16 16:02:57,117.229,39.1774,0,90.0,28
1,901530,2017-10-16 16:06:47,117.233,39.1726,0,120.0,31
1,901530,2017-10-01 06:03:32,117.195,39.1223,0,72.0,3
1,901530,2017-10-01 06:04:47,117.192,39.1208,0,75.0,4
1,901530,2017-10-01 06:06:16,117.186,39.1231,0,89.0,5
1,901530,2017-10-01 06:08:36,117.178,39.1253,0,140.0,6
1,901530,2017-10-01 06:09:39,117.18,39.1292,0,63.0,7
1,901530,2017-10-01 06:11:30,117.186,39.1329,0,81.0,9
1,901530,2017-10-01 06:13:33,117.181,39.1358,0,91.0,11
1,901530,2017-10-01 06:15:14,117.18,39.1396,0,101.0,12
1,901530,2017-10-01 06:20:08,117.189,39.1519,0,182.0,15
1,901530,2017-10-01 06:22:17,117.192,39.1554,0,129.0,16
1,901530,2017-10-01 06:26:07,117.2,39.1626,0,150.0,19
1,901530,2017-10-01 06:28:34,117.211,39.165,0,147.0,20
1,901530,2017-10-01 06:31:20,117.22,39.1669,0,66.0,23
1,901530,2017-10-01 06:32:51,117.216,39.1699,0,91.0,24
1,901530,2017-10-01 06:41:30,117.234,39.1722,0,229.0,31
1,901530,2017-10-01 08:39:32,117.195,39.1224,0,77.0,3
1,901530,2017-10-01 08:41:01,117.192,39.1207,0,89.0,4
1,901530,2017-10-01 08:42:40,117.187,39.1228,0,99.0,5
1,901530,2017-10-01 08:46:05,117.178,39.1253,0,205.0,6
1,901530,2017-10-01 08:48:17,117.18,39.1287,0,132.0,7
1,901530,2017-10-01 08:51:16,117.187,39.1323,0,139.0,9
1,901530,2017-10-01 08:52:58,117.185,39.1348,0,102.0,10
1,901530,2017-10-01 08:55:39,117.182,39.136,0,161.0,11
1,901530,2017-10-01 08:57:59,117.18,39.1394,0,140.0,12
1,901530,2017-10-01 08:59:08,117.18,39.1421,0,69.0,13
1,901530,2017-10-01 09:00:18,117.182,39.1431,0,70.0,14
1,901530,2017-10-01 09:03:41,117.189,39.1516,0,203.0,15
1,901530,2017-10-01 09:06:31,117.192,39.1553,0,170.0,16
1,901530,2017-10-01 09:07:50,117.195,39.1574,0,79.0,17
1,901530,2017-10-01 09:09:11,117.197,39.1594,0,81.0,18
1,901530,2017-10-01 09:11:50,117.2,39.1628,0,159.0,19
1,901530,2017-10-01 09:15:03,117.211,39.165,0,193.0,20
1,901530,2017-10-01 09:18:33,117.22,39.167,0,100.0,23
1,901530,2017-10-01 09:21:14,117.215,39.1698,0,161.0,24
1,901530,2017-10-01 09:22:22,117.218,39.1729,0,68.0,25
1,901530,2017-10-01 09:23:36,117.22,39.1741,0,74.0,26
1,901530,2017-10-01 09:25:26,117.225,39.1768,0,110.0,27
1,901530,2017-10-01 09:26:46,117.23,39.1772,0,80.0,28
1,901530,2017-10-01 09:28:46,117.233,39.1729,0,70.0,30
1,901530,2017-10-01 09:34:56,117.234,39.1724,0,370.0,31
1,901530,2017-10-01 10:45:34,117.199,39.1256,0,411.0,2
1,901530,2017-10-01 10:48:24,117.195,39.1225,0,170.0,3
1,901530,2017-10-01 10:50:34,117.192,39.1208,0,130.0,4
1,901530,2017-10-01 10:57:14,117.186,39.1229,0,400.0,5
1,901530,2017-10-01 10:59:47,0.0,0.0,0,153.0,6
1,901530,2017-10-01 11:01:43,117.179,39.1291,0,116.0,7
1,901530,2017-10-01 11:02:44,117.183,39.1295,0,61.0,8
1,901530,2017-10-01 11:04:54,117.187,39.1328,0,130.0,9
1,901530,2017-10-01 11:06:25,117.186,39.1351,0,91.0,10
1,901530,2017-10-01 11:09:05,117.181,39.1355,0,160.0,11
1,901530,2017-10-01 13:11:57,117.199,39.1258,0,80.0,2
1,901530,2017-10-01 13:16:07,117.195,39.1222,0,250.0,3
1,901530,2017-10-01 13:17:45,117.192,39.1206,0,98.0,4
1,901530,2017-10-01 13:21:25,117.186,39.1229,0,220.0,5
1,901530,2017-10-01 13:24:23,117.178,39.1251,0,178.0,6
1,901530,2017-10-01 13:27:11,117.179,39.1289,0,168.0,7
1,901530,2017-10-01 13:31:52,117.186,39.1327,0,241.0,9
1,901530,2017-10-01 13:33:18,117.186,39.1347,0,86.0,10
1,901530,2017-10-01 13:34:25,117.182,39.1359,0,67.0,11
1,901530,2017-10-01 13:36:36,117.18,39.1395,0,131.0,12
1,901530,2017-10-01 13:37:46,117.18,39.1424,0,70.0,13
1,901530,2017-10-01 13:41:31,117.189,39.1516,0,175.0,15
1,901530,2017-10-01 13:44:51,117.192,39.1554,0,200.0,16
1,901530,2017-10-01 13:46:53,117.196,39.1592,0,70.0,18
1,901530,2017-10-01 13:49:34,117.2,39.163,0,161.0,19
1,901530,2017-10-01 13:52:08,117.211,39.165,0,154.0,20
1,901530,2017-10-01 13:55:49,117.22,39.1668,0,121.0,23
1,901530,2017-10-01 13:58:29,117.216,39.17,0,160.0,24
1,901530,2017-10-01 14:00:30,117.221,39.1743,0,61.0,26
1,901530,2017-10-01 14:01:49,117.225,39.1768,0,79.0,27
1,901530,2017-10-01 14:10:10,117.233,39.1727,0,321.0,31
1,901530,2017-10-01 16:28:16,117.199,39.1257,0,110.0,2
1,901530,2017-10-01 16:33:16,117.195,39.1224,0,300.0,3
1,901530,2017-10-01 16:35:25,117.192,39.1206,0,129.0,4
1,901530,2017-10-01 16:40:15,117.187,39.1227,0,290.0,5
1,901530,2017-10-01 16:44:39,117.178,39.1254,0,264.0,6
1,901530,2017-10-01 16:47:08,117.179,39.1288,0,149.0,7
1,901530,2017-10-01 16:50:25,117.186,39.1325,0,150.0,9
1,901530,2017-10-01 16:51:50,117.186,39.1348,0,85.0,10
1,901530,2017-10-01 16:53:14,117.181,39.136,0,84.0,11
1,901530,2017-10-01 16:55:44,117.18,39.1394,0,150.0,12
1,901530,2017-10-01 16:57:24,117.18,39.1424,0,100.0,13
1,901530,2017-10-01 17:03:02,117.189,39.1518,0,282.0,15
1,901530,2017-10-01 17:05:02,117.193,39.1555,0,120.0,16
1,901530,2017-10-01 17:07:29,117.197,39.1593,0,90.0,18
1,901530,2017-10-01 17:09:29,117.2,39.1628,0,120.0,19
1,901530,2017-10-01 17:12:21,117.211,39.165,0,172.0,20
1,901530,2017-10-01 17:16:11,117.22,39.167,0,110.0,23
1,901530,2017-10-01 17:18:51,117.215,39.1699,0,160.0,24
1,901530,2017-10-01 17:22:40,117.225,39.1767,0,120.0,27
1,901530,2017-10-01 17:24:00,117.23,39.1773,0,80.0,28
1,901530,2017-10-01 17:26:10,117.233,39.1729,0,70.0,30
1,901530,2017-10-01 17:44:55,117.234,39.1723,0,1125.0,31
1,901530,2017-10-15 06:05:42,117.199,39.1257,0,341.0,2
1,901530,2017-10-15 06:07:31,117.192,39.1206,0,64.0,4
1,901530,2017-10-15 06:09:24,117.187,39.1229,0,113.0,5
1,901530,2017-10-15 06:11:58,117.178,39.1252,0,154.0,6
1,901530,2017-10-15 06:13:00,117.179,39.1289,0,62.0,7
1,901530,2017-10-15 06:14:47,117.186,39.1328,0,74.0,9
1,901530,2017-10-15 06:16:17,117.186,39.1347,0,90.0,10
1,901530,2017-10-15 06:18:30,117.181,39.136,0,133.0,11
1,901530,2017-10-15 06:20:00,117.18,39.1395,0,90.0,12
1,901530,2017-10-15 06:24:37,117.189,39.152,0,185.0,15
1,901530,2017-10-15 06:26:38,117.193,39.1557,0,121.0,16
1,901530,2017-10-15 06:28:27,117.197,39.1594,0,70.0,18
1,901530,2017-10-15 06:30:58,117.2,39.163,0,151.0,19
1,901530,2017-10-15 06:33:08,117.211,39.165,0,130.0,20
1,901530,2017-10-15 06:36:05,117.22,39.1672,0,94.0,23
1,901530,2017-10-15 06:38:06,117.215,39.1698,0,121.0,24
1,901530,2017-10-15 06:40:22,117.225,39.1766,0,71.0,27
1,901530,2017-10-15 06:41:29,117.23,39.177,0,67.0,28
1,901530,2017-10-15 06:43:01,117.233,39.173,0,71.0,30
1,901530,2017-10-15 06:49:00,117.234,39.1723,0,359.0,31
1,901530,2017-10-15 08:07:42,117.199,39.1256,0,70.0,2
1,901530,2017-10-15 08:08:54,117.195,39.1224,0,72.0,3
1,901530,2017-10-15 08:10:18,117.192,39.1207,0,84.0,4
1,901530,2017-10-15 08:12:40,117.187,39.1226,0,142.0,5
1,901530,2017-10-15 08:16:55,117.177,39.1251,0,255.0,6
1,901530,2017-10-15 08:19:18,117.179,39.1288,0,143.0,7
1,901530,2017-10-15 08:23:40,117.186,39.1328,0,220.0,9
1,901530,2017-10-15 08:24:56,117.185,39.1346,0,76.0,10
1,901530,2017-10-15 08:26:57,117.181,39.1356,0,121.0,11
1,901530,2017-10-15 08:29:17,117.18,39.1395,0,140.0,12
1,901530,2017-10-15 08:30:21,117.18,39.1421,0,64.0,13
1,901530,2017-10-15 08:35:33,117.189,39.1517,0,257.0,15
1,901530,2017-10-15 08:39:23,117.193,39.1556,0,230.0,16
1,901530,2017-10-15 08:41:31,117.197,39.1594,0,80.0,18
1,901530,2017-10-15 08:44:34,117.2,39.1629,0,183.0,19
1,901530,2017-10-15 08:47:01,117.211,39.1649,0,147.0,20
1,901530,2017-10-15 08:48:02,117.213,39.1651,0,61.0,21
1,901530,2017-10-15 08:50:31,117.22,39.1669,0,102.0,23
1,901530,2017-10-15 08:53:12,117.216,39.17,0,161.0,24
1,901530,2017-10-15 08:57:01,117.225,39.177,0,135.0,27
1,901530,2017-10-15 09:01:37,117.234,39.1721,0,110.0,31
1,901530,2017-10-15 10:16:28,117.195,39.1225,0,103.0,3
1,901530,2017-10-15 10:18:28,117.192,39.1206,0,120.0,4
1,901530,2017-10-15 10:23:39,117.187,39.1228,0,311.0,5
1,901530,2017-10-15 10:29:09,117.178,39.1253,0,330.0,6
1,901530,2017-10-15 10:31:48,117.179,39.1286,0,159.0,7
1,901530,2017-10-15 10:34:39,117.186,39.1325,0,120.0,9
1,901530,2017-10-15 10:38:50,117.181,39.1359,0,191.0,11
1,901530,2017-10-15 10:41:30,117.18,39.1394,0,160.0,12
1,901530,2017-10-15 10:47:29,117.189,39.1517,0,249.0,15
1,901530,2017-10-15 10:51:41,117.193,39.1557,0,252.0,16
1,901530,2017-10-15 10:54:02,117.196,39.1592,0,91.0,18
1,901530,2017-10-15 10:56:48,117.2,39.1627,0,166.0,19
1,901530,2017-10-15 10:59:02,117.211,39.165,0,134.0,20
1,901530,2017-10-15 11:01:31,117.218,39.1653,0,99.0,22
1,901530,2017-10-15 11:02:57,117.22,39.1668,0,86.0,23
1,901530,2017-10-15 11:05:42,117.216,39.1703,0,165.0,24
1,901530,2017-10-15 11:08:42,117.225,39.1767,0,91.0,27
1,901530,2017-10-15 11:11:22,117.233,39.1729,0,70.0,30
1,901530,2017-10-15 11:16:32,117.234,39.1722,0,310.0,31
1,901530,2017-10-15 12:47:19,117.199,39.1257,0,69.0,2
1,901530,2017-10-15 12:50:13,117.195,39.1225,0,174.0,3
1,901530,2017-10-15 12:52:21,117.192,39.1209,0,128.0,4
1,901530,2017-10-15 12:55:51,117.187,39.1229,0,210.0,5
1,901530,2017-10-15 13:02:12,117.178,39.1258,0,381.0,6
1,901530,2017-10-15 13:06:03,117.186,39.1328,0,181.0,9
1,901530,2017-10-15 13:24:18,117.2,39.1627,0,120.0,19
1,901530,2017-10-15 13:27:46,117.212,39.1646,0,208.0,20
1,901530,2017-10-15 13:30:08,117.22,39.1672,0,83.0,23
1,901530,2017-10-15 13:32:19,117.215,39.1695,0,131.0,24
1,901530,2017-10-15 13:33:21,117.218,39.1729,0,62.0,25
1,901530,2017-10-15 13:35:06,117.225,39.1766,0,65.0,27
1,901530,2017-10-15 13:46:29,117.224,39.1762,0,521.0,31
1,901530,2017-10-15 15:22:31,0.0,0.0,0,350.0,5
1,901530,2017-10-15 15:26:13,0.0,0.0,0,222.0,6
1,901530,2017-10-15 15:28:43,0.0,0.0,0,150.0,7
1,901530,2017-10-15 15:31:33,0.0,0.0,0,110.0,9
1,901530,2017-10-15 15:34:05,0.0,0.0,0,152.0,10
1,901530,2017-10-15 15:36:25,0.0,0.0,0,140.0,11
1,901530,2017-10-15 15:38:45,0.0,0.0,0,140.0,12
1,901530,2017-10-15 15:40:35,0.0,0.0,0,70.0,14
1,901530,2017-10-15 15:45:19,0.0,0.0,0,284.0,15
1,901530,2017-10-15 15:48:30,117.193,39.1552,0,191.0,16
1,901530,2017-10-15 17:37:28,117.195,39.1224,0,81.0,3
1,901530,2017-10-15 17:39:08,117.192,39.1205,0,100.0,4
1,901530,2017-10-15 17:43:48,117.187,39.1228,0,280.0,5
1,901530,2017-10-15 17:47:10,117.178,39.1253,0,202.0,6
1,901530,2017-10-15 17:49:49,117.179,39.1288,0,159.0,7
1,901530,2017-10-15 17:53:53,117.186,39.1328,0,200.0,9
1,901530,2017-10-15 17:56:13,117.181,39.1359,0,90.0,11
1,901530,2017-10-15 17:58:53,117.18,39.1393,0,160.0,12
1,901530,2017-10-15 18:00:22,117.18,39.1421,0,89.0,13
1,901530,2017-10-15 18:01:43,117.183,39.1432,0,81.0,14
1,901530,2017-10-15 18:05:23,117.189,39.1517,0,220.0,15
1,901530,2017-10-15 18:07:17,117.192,39.1554,0,114.0,16
1,901530,2017-10-15 18:10:17,117.197,39.1592,0,120.0,18
1,901530,2017-10-15 18:13:07,117.2,39.1627,0,170.0,19
1,901530,2017-10-15 18:15:37,117.211,39.1652,0,150.0,20
1,901530,2017-10-15 18:19:18,117.22,39.167,0,111.0,23
1,901530,2017-10-15 18:21:58,117.215,39.1696,0,160.0,24
1,901530,2017-10-15 18:25:12,117.225,39.1765,0,99.0,27
1,901530,2017-10-15 18:26:23,117.23,39.1773,0,71.0,28
1,901530,2017-10-15 18:41:34,117.234,39.1724,0,822.0,31
1,901530,2017-10-07 06:09:10,117.192,39.1208,0,106.0,4
1,901530,2017-10-07 06:11:10,117.186,39.1229,0,120.0,5
1,901530,2017-10-07 06:13:19,117.178,39.1253,0,129.0,6
1,901530,2017-10-07 06:15:19,117.179,39.1288,0,120.0,7
1,901530,2017-10-07 06:17:32,117.186,39.1327,0,99.0,9
1,901530,2017-10-07 06:20:15,117.181,39.1359,0,117.0,11
1,901530,2017-10-07 06:21:49,117.18,39.1395,0,94.0,12
1,901530,2017-10-07 06:25:37,117.189,39.1516,0,141.0,15
1,901530,2017-10-07 06:28:47,117.193,39.1557,0,190.0,16
1,901530,2017-10-07 06:32:24,117.2,39.1627,0,137.0,19
1,901530,2017-10-07 06:34:04,117.211,39.165,0,100.0,20
1,901530,2017-10-07 06:36:59,117.22,39.1669,0,100.0,23
1,901530,2017-10-07 06:38:59,117.215,39.1697,0,120.0,24
1,901530,2017-10-07 06:41:43,117.225,39.1766,0,75.0,27
1,901530,2017-10-07 06:47:02,117.234,39.1725,0,184.0,31
1,901530,2017-10-07 08:20:54,117.199,39.1257,0,80.0,2
1,901530,2017-10-07 08:22:15,117.195,39.1223,0,81.0,3
1,901530,2017-10-07 08:24:19,117.192,39.1208,0,124.0,4
1,901530,2017-10-07 08:26:19,117.187,39.1227,0,120.0,5
1,901530,2017-10-07 08:29:59,117.178,39.1254,0,220.0,6
1,901530,2017-10-07 08:31:23,117.179,39.1286,0,84.0,7
1,901530,2017-10-07 08:35:25,117.186,39.1328,0,190.0,9
1,901530,2017-10-07 08:41:44,117.183,39.1433,0,70.0,14
1,901530,2017-10-07 08:45:29,117.189,39.1514,0,225.0,15
1,901530,2017-10-07 08:49:19,117.193,39.1554,0,230.0,16
1,901530,2017-10-07 08:51:39,117.197,39.1594,0,86.0,18
1,901530,2017-10-07 08:53:39,117.2,39.1629,0,120.0,19
1,901530,2017-10-07 08:55:55,117.211,39.1649,0,136.0,20
1,901530,2017-10-07 08:59:10,117.22,39.1671,0,100.0,23
1,901530,2017-10-07 09:01:50,117.216,39.17,0,160.0,24
1,901530,2017-10-07 09:03:39,117.221,39.1742,0,64.0,26
1,901530,2017-10-07 09:04:59,117.225,39.1765,0,80.0,27
1,901530,2017-10-07 09:06:19,117.23,39.1774,0,80.0,28
1,901530,2017-10-07 09:10:09,117.234,39.173,0,120.0,31
1,901530,2017-10-07 10:40:14,0.0,0.0,0,180.0,5
1,901530,2017-10-07 10:43:34,117.178,39.1251,0,200.0,6
1,901530,2017-10-07 10:45:19,117.18,39.1288,0,105.0,7
1,901530,2017-10-07 10:48:29,117.186,39.1326,0,140.0,9
1,901530,2017-10-07 10:50:07,117.186,39.1348,0,98.0,10
1,901530,2017-10-07 10:51:21,117.181,39.1358,0,74.0,11
1,901530,2017-10-07 10:54:11,117.18,39.1394,0,170.0,12
1,901530,2017-10-07 10:55:22,117.18,39.1423,0,71.0,13
1,901530,2017-10-07 11:00:20,117.189,39.1518,0,238.0,15
1,901530,2017-10-07 11:03:40,117.193,39.1555,0,200.0,16
1,901530,2017-10-07 11:06:10,117.197,39.1592,0,90.0,18
1,901530,2017-10-07 11:10:10,117.2,39.1628,0,240.0,19
1,901530,2017-10-07 11:13:23,117.211,39.165,0,193.0,20
1,901530,2017-10-07 11:15:53,117.218,39.1653,0,90.0,22
1,901530,2017-10-07 11:17:33,117.22,39.1671,0,100.0,23
1,901530,2017-10-07 11:19:53,117.215,39.1698,0,140.0,24
1,901530,2017-10-07 11:23:50,117.225,39.1766,0,120.0,27
1,901530,2017-10-07 11:25:10,117.229,39.1776,0,80.0,28
1,901530,2017-10-07 11:33:50,117.234,39.1724,0,400.0,31
1,901530,2017-10-07 13:00:36,117.199,39.1256,0,110.0,2
1,901530,2017-10-07 13:03:56,117.195,39.1224,0,200.0,3
1,901530,2017-10-07 13:05:40,117.192,39.1206,0,104.0,4
1,901530,2017-10-07 13:10:00,117.187,39.1228,0,260.0,5
1,901530,2017-10-07 13:13:34,117.178,39.1252,0,214.0,6
1,901530,2017-10-07 13:15:00,117.18,39.1288,0,86.0,7
1,901530,2017-10-07 13:18:00,117.186,39.1327,0,130.0,9
1,901530,2017-10-07 13:19:30,117.186,39.1345,0,90.0,10
1,901530,2017-10-07 13:22:40,117.181,39.1355,0,190.0,11
1,901530,2017-10-07 13:24:51,117.18,39.1394,0,131.0,12
1,901530,2017-10-07 13:26:11,117.18,39.1422,0,80.0,13
1,901530,2017-10-07 13:28:01,117.183,39.1431,0,110.0,14
1,901530,2017-10-07 13:31:53,117.189,39.1517,0,232.0,15
1,901530,2017-10-07 13:33:43,117.192,39.1555,0,110.0,16
1,901530,2017-10-07 13:34:53,117.194,39.1573,0,70.0,17
1,901530,2017-10-07 13:36:13,117.196,39.1591,0,80.0,18
1,901530,2017-10-07 13:38:13,117.2,39.1628,0,120.0,19
1,901530,2017-10-07 13:40:41,117.211,39.1653,0,148.0,20
1,901530,2017-10-07 13:45:21,117.22,39.1669,0,160.0,23
1,901530,2017-10-07 13:48:01,117.216,39.17,0,160.0,24
1,901530,2017-10-07 13:51:14,117.225,39.1766,0,101.0,27
1,901530,2017-10-07 14:04:25,117.226,39.1775,0,621.0,31
1,901530,2017-10-07 15:21:25,117.199,39.1258,0,130.0,2
1,901530,2017-10-07 15:25:05,117.196,39.1224,0,220.0,3
1,901530,2017-10-07 15:27:56,117.192,39.1207,0,171.0,4
1,901530,2017-10-07 15:34:41,117.335,39.1238,0,405.0,5
1,901530,2017-10-07 15:38:42,117.19,39.1216,0,241.0,6
1,901530,2017-10-07 15:42:42,0.0,0.0,0,240.0,7
1,901530,2017-10-07 15:47:39,0.0,0.0,0,237.0,9
1,901530,2017-10-07 15:52:39,117.181,39.1359,0,240.0,11
1,901530,2017-10-07 15:54:49,117.18,39.1385,0,130.0,12
1,901530,2017-10-07 15:57:49,0.0,0.0,0,120.0,14
1,901530,2017-10-07 16:02:19,0.0,0.0,0,270.0,15
1,901530,2017-10-07 16:06:19,117.193,39.1556,0,240.0,16
1,901530,2017-10-07 16:08:39,117.197,39.1589,0,90.0,18
1,901530,2017-10-07 16:10:19,117.2,39.1627,0,100.0,19
1,901530,2017-10-07 16:12:29,0.0,0.0,0,130.0,20
1,901530,2017-10-07 16:15:19,0.0,0.0,0,110.0,22
1,901530,2017-10-07 16:16:29,117.208,39.1744,0,70.0,23
1,901530,2017-10-07 16:18:29,117.203,39.1781,0,120.0,24
1,901530,2017-10-07 16:22:09,0.0,0.0,0,110.0,27
1,901530,2017-10-07 16:23:30,0.0,0.0,0,81.0,28
1,901530,2017-10-07 16:25:30,117.237,39.1699,0,70.0,30
1,901530,2017-10-07 16:28:00,0.0,0.0,0,150.0,31
1,901530,2017-10-07 17:25:20,117.183,39.1359,0,160.0,11
1,901530,2017-10-07 17:27:50,117.18,39.1393,0,150.0,12
1,901530,2017-10-07 17:29:10,117.18,39.1422,0,80.0,13
1,901530,2017-10-07 17:34:40,117.189,39.1519,0,270.0,15
1,901530,2017-10-07 17:37:40,117.193,39.1559,0,180.0,16
1,901530,2017-10-07 17:39:30,117.197,39.1594,0,80.0,18
1,901530,2017-10-07 17:41:20,117.2,39.1628,0,110.0,19
1,901530,2017-10-07 17:43:50,117.211,39.165,0,150.0,20
1,901530,2017-10-07 17:46:10,117.22,39.1655,0,80.0,22
1,901530,2017-10-07 17:47:20,117.22,39.167,0,70.0,23
1,901530,2017-10-07 17:50:10,117.216,39.17,0,170.0,24
1,901530,2017-10-07 17:53:00,117.225,39.1766,0,70.0,27
1,901530,2017-10-07 17:54:20,117.229,39.1777,0,80.0,28
1,901530,2017-10-07 17:56:40,117.233,39.1729,0,80.0,30
1,901530,2017-10-07 18:15:40,117.232,39.1735,0,1140.0,31
1,901530,2017-10-06 07:16:13,117.199,39.1257,0,120.0,2
1,901530,2017-10-06 07:17:36,117.195,39.1222,0,83.0,3
1,901530,2017-10-06 07:18:57,117.192,39.1208,0,81.0,4
1,901530,2017-10-06 07:20:57,117.187,39.1227,0,120.0,5
1,901530,2017-10-06 07:24:31,117.178,39.1252,0,214.0,6
1,901530,2017-10-06 07:26:07,117.179,39.1288,0,96.0,7
1,901530,2017-10-06 07:29:47,117.186,39.1328,0,160.0,9
1,901530,2017-10-06 07:31:53,117.181,39.1361,0,71.0,11
1,901530,2017-10-06 07:33:13,117.18,39.1394,0,80.0,12
1,901530,2017-10-06 07:37:58,117.189,39.1517,0,180.0,15
1,901530,2017-10-06 07:40:08,117.192,39.1554,0,130.0,16
1,901530,2017-10-06 07:42:38,117.197,39.1596,0,90.0,18
1,901530,2017-10-06 07:44:22,117.2,39.163,0,104.0,19
1,901530,2017-10-06 07:46:41,117.211,39.1651,0,139.0,20
1,901530,2017-10-06 07:49:58,117.22,39.1671,0,101.0,23
1,901530,2017-10-06 07:52:19,117.216,39.17,0,141.0,24
1,901530,2017-10-06 07:55:42,117.225,39.1766,0,90.0,27
1,901530,2017-10-06 07:57:02,117.23,39.1774,0,80.0,28
1,901530,2017-10-06 08:03:52,117.234,39.1725,0,300.0,31
1,901530,2017-10-06 10:08:12,117.199,39.1259,0,170.0,2
1,901530,2017-10-06 10:16:32,117.195,39.1224,0,500.0,3
1,901530,2017-10-06 10:17:58,117.192,39.1207,0,86.0,4
1,901530,2017-10-06 10:20:17,117.186,39.1228,0,139.0,5
1,901530,2017-10-06 10:25:17,117.178,39.1253,0,300.0,6
1,901530,2017-10-06 10:26:52,117.179,39.1289,0,95.0,7
1,901530,2017-10-06 10:28:14,117.183,39.1296,0,82.0,8
1,901530,2017-10-06 10:29:55,117.187,39.1325,0,101.0,9
1,901530,2017-10-06 10:31:49,117.185,39.1346,0,114.0,10
1,901530,2017-10-06 10:34:13,117.181,39.1359,0,144.0,11
1,901530,2017-10-06 10:36:53,117.18,39.1392,0,160.0,12
1,901530,2017-10-06 10:38:03,117.18,39.1423,0,70.0,13
1,901530,2017-10-06 10:39:23,117.182,39.1431,0,80.0,14
1,901530,2017-10-06 10:43:58,117.189,39.1518,0,275.0,15
1,901530,2017-10-06 10:45:48,117.193,39.1554,0,110.0,16
1,901530,2017-10-06 10:48:22,117.196,39.1591,0,110.0,18
1,901530,2017-10-06 10:51:22,117.2,39.1627,0,180.0,19
1,901530,2017-10-06 10:53:58,117.211,39.165,0,156.0,20
1,901530,2017-10-06 10:57:21,117.22,39.167,0,103.0,23
1,901530,2017-10-06 10:59:01,117.216,39.17,0,100.0,24
1,901530,2017-10-06 11:02:07,117.225,39.1766,0,105.0,27
1,901530,2017-10-06 11:03:27,117.23,39.1774,0,80.0,28
1,901530,2017-10-06 11:11:17,117.233,39.1728,0,370.0,31
